id,Machine_Failure_pred,Probabilitu
136429,0,0.002121130990756623
136430,0,0.001108073410007365
136431,0,0.00271546280670598
136432,0,0.003156562096345683
136433,0,0.003664536537364593
136434,0,0.0029280734645197167
136435,0,0.004025282320590879
136436,0,0.0046464957624586375
136437,0,0.0009582789981151043
136438,0,0.0011624670228354555
136439,0,0.00238369833855139
136440,0,0.002240488514989289
136441,0,0.001301706373830625
136442,0,0.0017909937848369182
136443,0,0.0021236963573314357
136444,0,0.005343726652053548
136445,0,0.0010485400421468196
136446,1,0.9913713717058436
136447,0,0.00246950800353567
136448,0,0.0016939961371972298
136449,0,0.005412151254278504
136450,0,0.004175818367491419
136451,0,0.019943870653837063
136452,0,0.02044200622809163
136453,0,0.0038244325701813917
136454,0,0.0015404309813029538
136455,0,0.0016908696206645653
136456,0,0.006593367994232802
136457,0,0.006813674517075446
136458,0,0.004587199056009916
136459,0,0.0039035653679538877
136460,0,0.002783805645850455
136461,0,0.0012245404171236237
136462,0,0.01833984610168642
136463,0,0.0018150729863752335
136464,0,0.0030235440297817088
136465,0,0.0015942670486352388
136466,0,0.002067336193165798
136467,0,0.0013442552959657605
136468,0,0.0029161700376751426
136469,0,0.001333654174155537
136470,0,0.0027002450247492205
136471,0,0.009051767882748274
136472,0,0.007348928654147165
136473,0,0.0024014591317084374
136474,0,0.0021365097064516953
136475,0,0.003318178551900145
136476,0,0.005398700645603703
136477,0,0.00232113191612024
136478,0,0.002343821375976669
136479,0,0.0013296549351534083
136480,0,0.00628790052671117
136481,0,0.002391215706961179
136482,0,0.02957920016287101
136483,0,0.003246776065055381
136484,0,0.0011245999974939438
136485,0,0.0014787715155239868
136486,0,0.0023201363147572736
136487,0,0.0015578747238031384
136488,0,0.004303475797479165
136489,0,0.0011773228810601235
136490,0,0.021406184465457015
136491,0,0.0036849706406598486
136492,0,0.0033249069520907277
136493,0,0.0032197691911309595
136494,0,0.0011563389122704261
136495,0,0.002826375720569387
136496,0,0.004349585332718961
136497,0,0.0022818902055817673
136498,0,0.009495476460878994
136499,0,0.0014608281164978814
136500,0,0.0008148593104902076
136501,0,0.0015247721009773384
136502,0,0.004899810853921661
136503,0,0.002898182056412127
136504,0,0.0011885480530449534
136505,0,0.0010460849049808085
136506,0,0.002683569455493106
136507,0,0.0007992912013646611
136508,0,0.0011211025458383696
136509,0,0.004017556210209023
136510,0,0.0017173302549451555
136511,0,0.010124786736610738
136512,0,0.0009210757323260292
136513,0,0.006202222748142318
136514,0,0.0020848667474095816
136515,0,0.0023605440873222896
136516,0,0.0035268792112285656
136517,0,0.0017556952256525327
136518,0,0.0015578903691259235
136519,0,0.003049307556458091
136520,0,0.001964881068494724
136521,0,0.0018758251844191727
136522,0,0.003278953616900523
136523,0,0.00127487852411131
136524,0,0.0013399345806001486
136525,0,0.004615581433933109
136526,0,0.006067708286300616
136527,0,0.00755019547262201
136528,0,0.0010100477378017446
136529,0,0.006099477707293443
136530,0,0.00302567905258771
136531,0,0.003552776283654966
